Program,Subawardee UEI,Capability Domain (D),Primary Output (P),Capability Domain Note,Primary Output Note
Virginia,FLDEFFBLR5P3,D9,P2,"Composite acoustic-signature parts and domes reflect a specialty-material and composite-processing competence.

https://www.globecomposite.com/defense
https://www.globecomposite.com/blog/silent-service-acoustic-intercept","Composite gaskets, domes, and acoustic parts are fit-ready components for larger submarine systems.

https://www.globecomposite.com/defense
https://investor.escotechnologies.com/news-releases/news-release-details/esco-announces-acquisition-navy-submarine-supplier
https://www.highergov.com/awardee/globe-composite-solutions-llc-10120458/"
Virginia,FMC8BKMNMKF2,D4,P3,"Wire-mesh filters and strainers condition fluids in naval-nuclear systems.

https://www.fcp-filters.com/
https://www.fcp-filters.com/marine/","Filters and strainers are bounded functional fluid-conditioning units.

https://www.fcp-filters.com/fluid-filter-products/
https://www.fcp-filters.com/about/
https://www.fcp-filters.com/"
Virginia,FWF8QBPCGLG3,D9,P2,"Welded, fabricated, and precision-machined components are defined by the manufacturing process, not a known system.

https://gentool.com/industry/defense/","Welded, fabricated, and machined mission-critical components are finished components.

https://gentool.com/industry/defense/
https://gentool.com/general-tool-awarded-48-million-navy-carrier-contract/
https://www.navair.navy.mil/osbp/node/10971"
Virginia,FYUJEKH32UF5,D4,P2,"Fittings, flanges, tees, caps, and valves have a defined piping and fluid-control function.

https://www.lmgillwelding.com/industries-served.html
https://www.lmgillwelding.com/partsproducts.html","Specialty fittings, flanges, nuts, tees, caps, and machined parts are finished components.

https://www.lmgillwelding.com/partsproducts.html
https://www.lmgillwelding.com/services.html
https://www.linkedin.com/company/lm-gill-welding-%26-manufacturing-llc"
Virginia,G1DSEBQKGDF8,D4,P3,"Instrumentation and needle valves, manifolds, and tube fittings are fluid-control hardware.

https://hoke.com/
https://hoke.com/services/about-tsi/","Instrumentation valves, needle valves, and manifolds are functional fluid-control units.

https://www.circor.com/newsroom/circor-receives-award-electric-boat-supply-block-v
https://www.circor.com/
https://www.circorpt.com/technologies-valves"
Virginia,G319AMB56SW5,D10,P2,"Rugged electronics enclosures and consoles are finished equipment outfit, not the electronic system itself.

https://defense-solutions.curtisswright.com/products/901d-rugged-enclosures-consoles
https://militaryembedded.com/radar-ew/rugged-computing/ruggedized-shipboard-enclosures-benefit-of-curtiss-wright-901d-acquisition","Shock-qualified enclosures/consoles are fit-ready housings for larger electronics systems.

https://defense-solutions.curtisswright.com/products/901d-rugged-enclosures-consoles"
Virginia,G9HKMXL5L973,D9,P2,"Resilient weapon-system mounts are specialty elastomeric isolation and vibration-control components.

https://www.parttarget.com/Oil-States-Industries-Inc_nsn-parts_5B5000HNMVM_6M2000.html
https://www.wbparts.com/rfq/5342-01-525-1347.html","Resilient weapon-system mounts are fit-ready mechanical components installed into larger assemblies.

https://oilstates.com/marine/
https://www.parttarget.com/Oil-States-Industries-Inc_nsn-parts_5B5000HNMVM_6M2000.html"
Virginia,GE4GA2B9JYF9,D1,P2,"Large complex submarine metal parts and structures are fabricated structural assemblies.

https://keelusa.com/keel-a-purpose-built-company/
https://arlingtoncap.com/news/arlington-capital-partners-announces-the-formation-of-keel-a-new-leader-in-defense-manufacturing-and-its-acquisitions-of-merrill-technologies-group-and-metal-trades-llc/","Large fabricated and machined metal parts/structures are components, not outfitted ship modules.

https://keelusa.com/
https://govtribe.com/vendors/merrill-tool-holding-company-merrill-technologies-group-6ph79
https://arlingtoncap.com/news/arlington-capital-partners-announces-the-formation-of-keel-a-new-leader-in-defense-manufacturing-and-its-acquisitions-of-merrill-technologies-group-and-metal-trades-llc/"
Virginia,GLU5BML5XQK2,D0,P0,"No reliable evidence identifies a component, material, service, or technical specialty.

https://www.corporationwiki.com/Texas/Lakeway/romey-paul-ventures-llc/38071005.aspx","No reliable source identifies this company’s Virginia-class component, material, or service.

No defensible public row-specific URL identified."
Virginia,GR2CKSBB4MB5,D9,P1,"Nonferrous forging is the firm's differentiating material-forming process.

https://www.lenapeforge.com/
https://www.lenapeforge.com/products","Forged metal products are forging outputs requiring downstream finishing/integration.

https://www.lenapeforge.com/
https://www.lenapeforge.com/about-asmg
https://www.highergov.com/awardee/lenape-forged-products-corp-10291101/"
Virginia,GXPHJRVG9MR7,D3,P3,"Marine load centers and switchboards distribute and protect ship-service electrical power.

https://www.leonardodrs.com/what-we-do/products-and-services/ship-power-and-propulsion/
https://usa.leonardo.com/en/press-release-detail/-/detail/leonardo-drs-delivers-advanced-electric-propulsion-equipment-for-lead-columbia-class-submarine","Marine load centers and switchboards are bounded functional electrical-distribution equipment.

https://www.leonardodrs.com/what-we-do/products-and-services/marine-switchboards-and-loadcenters/
https://www.leonardodrs.com/who-we-are/our-segments/naval-power-systems/
https://www.highergov.com/awardee/drs-naval-power-systems-inc-10114216/"
Virginia,GZ57A195G7K6,D7,P3,"Electrical-resistance temperature probe assemblies are component-level instrumentation hardware.

https://www.waukbearing.com/en/industries/marine.html
https://www.waukbearing.com/en.html","Temperature probe assemblies are functional sensing units delivered for connection into ship systems.

https://www.waukbearing.com/en/industries/marine.html
https://aerobasegroup.com/cage-code/07332/fsc/2825/"
Virginia,HA3UFSU8FN75,D6,P3,"Optical/periscope and Universal Modular Mast hardware are system-level imaging and sensing equipment.

https://www.l3harris.com/all-capabilities/optronic-imaging-surface-ship-and-submarine-imaging-and-communications
https://www.afcea.org/signal-media/l-3-keo-produce-submarine-sensor-mast","Optical/periscope and modular-mast hardware are functional sensing/observation equipment.

https://seapowermagazine.org/us-navy-exercises-option-for-l3harris-submarine-imaging-masts/
https://www.l3harris.com/newsroom/editorial/2026/05/l3harris-provides-key-technologies-newly-commissioned-navy-submarines"
Virginia,HDM5WRBME2K7,D0,P0,"The exact entity has no credible evidence of a Virginia-class shipbuilding role.

https://www.northropgrumman.com/what-we-do/sea
https://www.highergov.com/awardee/northrop-grumman-systems-corporation-10038778/","No credible Virginia-class construction role is evidenced for this exact propulsion-products entity.

https://www.northropgrumman.com/"
Virginia,HMBSX7Z72UK4,D9,P2,"Molded elastomeric acoustic baffles, hull treatments, and damping parts are signature-control materials.

https://www.globecomposite.com/
https://investor.escotechnologies.com/news-releases/news-release-details/esco-announces-acquisition-westland-technologies-inc","Acoustic baffles, hull treatments, and vibration/signature components are fit-ready materials/components.

https://westland.globecomposite.com/
https://westland.globecomposite.com/capabilities
https://www.globecomposite.com/defense"
Virginia,HUDHMPV9B6M9,D0,P0,"Specialized electronic, electromechanical, and control assemblies are too broad without an identified function.

https://www.northropgrumman.com/careers/northrop-grumman-in-sykesville-maryland
https://www.highergov.com/awardee/northrop-grumman-systems-corporation-10110249/","No platform-specific Virginia-class construction component is defensibly identified for this UEI.

https://www.northropgrumman.com/what-we-do/sea"
Virginia,J3AFGKXWYK73,D5,P3,"YORK-branded naval HVAC and refrigeration equipment conditions the shipboard environment.

https://www.johnsoncontrols.com/marine-and-navy/hvac-solutions
https://www.johnsoncontrols.com/marine-and-navy/hvac-solutions/navy-and-non-combat-solutions","YORK-branded HVAC/R equipment is functional environmental-control machinery.

https://www.johnsoncontrols.com/industries/marine-and-navy
https://www.johnsoncontrols.com/marine-and-navy/hvac-solutions
https://www.pct.edu/give/corporate-tomorrow-makers/johnson-controls-navy-systems"
Virginia,J8PKNJEX2MS2,D8,P6,"Heavy-lift, crane, rigging, and specialized machinery handling are the firm's technical competence.

https://www.lockwoodusa.com/","Heavy-lift transport, barge, crane, rigging, and hauling are service handoffs.

https://www.highergov.com/awardee/lockwood-brothers-inc-10403232/"
Virginia,JA2KCX21NL48,D4,P2,"Shaft and bulkhead seals are functional fluid-boundary and sealing equipment.

https://www.wartsila.com/marine/products/shaft-line-solutions/navyseal
https://www.wartsila.com/marine/products/shaft-line-solutions","Shaft and bulkhead seals are fit-ready mechanical components; bundled oversight does not drive P6.

https://www.wartsila.com/marine/products/shaft-line-solutions/navyseal
https://ukdefencejournal.org.uk/american-sub-shaft-seals-being-built-in-britain/
https://www.wartsila.com/marine/customer-segments/navy"
Virginia,JEP5GQGFPUL9,D4,P3,"Submarine ball, butterfly, and specialty valves are functional fluid-control equipment.

https://www.circor.com/newsroom/circor-receives-award-electric-boat-supply-block-v","Ship-service and specialty submarine valves are acceptance-testable functional fluid-control units.

https://www.circor.com/news/circor-brand-portland-valve-announces-50-year-anniversary
https://www.circor.com/newsroom/circor-receives-award-electric-boat-supply-block-v"
Virginia,JFHLZNJLWAN5,D9,P2,"Complex precision machining and fabrication are the only defensible differentiating processes.

https://ir.carlyle.com/news-releases/news-release-details/carlyle-group-portfolio-company-paradigm-precision-completes
https://www.jsfirm.com/Paradigm-Precision/15926/company-view","Only machined/fabricated component output is defensible; no specific functional unit is tied to the row.

https://paradigmprecision.com/about/
https://ir.carlyle.com/news-releases/news-release-details/carlyle-group-portfolio-company-paradigm-precision-completes"
Virginia,JK4WJKLD44G9,D9,P1,"Casting across multiple ship systems makes the metal-casting process the differentiating competence.

https://www.metaltek.com/
https://www.metaltek.com/market-solutions/defense/","Cast metal submarine parts are foundry outputs before downstream machining/assembly.

https://www.metaltek.com/market-solutions/defense/
https://www.metaltek.com/
https://www.highergov.com/awardee/metaltek-international-inc-10012068/"
Virginia,JKPCAKFW8X93,D9,P1,"Large engineered steel casting is the firm's differentiating material and manufacturing process.

https://www.vulcanmetals.com/our-history/
https://www.castleharlan.com/news/item/87-castle-harlan-announces-closing-of-americast-purchase-of-atlas/","Steel castings are foundry outputs that normally require downstream machining or integration.

https://castleharlan.com/portfolio/item/43-americast-technologies-inc"
Virginia,JKZNKGGWYZ87,D0,P3,"The entity's known family spans pumps, motors, generators, and propulsion machinery, with no single function identified.

https://electro-mechanicalsystems.curtisswright.com/
https://electro-mechanicalsystems.curtisswright.com/emd/about-us","Pumps, motors, generators, and propulsion-plant machinery are functional equipment handoffs.

https://curtisswright.com/news/press-releases/news-release-details/2015/Curtiss-Wright-Awarded-480-Million-in-Contracts-For-Virginia-Class-Submarine-Program
https://curtisswright.com/organization/naval-power
https://electro-mechanicalsystems.curtisswright.com/"
Virginia,JU5GNH1H5FV6,D7,P3,"VPX computers, single-board computers, and processing modules are component-level electronic hardware.

https://curtisswright.com/news/press-releases/news-release-details/2004/Curtiss-Wright-Completes-Acquisition-of-Dy-4-Systems-Inc
https://defense-solutions.curtisswright.com/taxonomy/term/769","VPX computer/processing hardware is a bounded, acceptance-testable computing unit.

https://defense-solutions.curtisswright.com/products/computing-systems
https://curtisswright.com/news/press-releases/news-release-details/2004/Curtiss-Wright-Completes-Acquisition-of-Dy-4-Systems-Inc
https://govtribe.com/vendors/dy4-inc-dot-0y9v5"
Virginia,K294P4QJHFU9,D0,P6,"Program-management and affordability consulting has no discernible technical ship-area specialty.

https://mwjones.com/industry-advisors/
https://mwjones.com/to-strengthen-the-u-s-shipbuilding-industry-invest-in-five-capabilities/","Program-management, planning, and affordability support are labor-led technical work products.

https://mwjones.com/competitive-positioning/
https://mwjones.com/industry-advisors/
https://mwjones.com/"
Virginia,K3XPS1HXNBF3,D9,P2,"Long, tight-tolerance boring and honing is a precision-machining specialization.

https://bfmachine.com/whats-new/
https://www.highergov.com/awardee/b-f-machine-co-inc-12297239/","Long tight-tolerance machined submarine parts are finished components for larger assemblies.

https://bfmachine.com/markets-served/submarines/
https://bfmachine.com/markets-served/
https://www.highergov.com/awardee/b-f-machine-co-inc-12297239/"
Virginia,K574V7KEQUC8,D0,P0,"No evidence supports a distinct Virginia-class component for this aerospace operating entity.

https://aerospace.circor.com/
https://aerospace.circor.com/brands/circor-aerospace","No public evidence confirms a distinct Virginia-class construction component for this entity.

https://aerospace.circor.com/products
https://www.circor.com/"
Virginia,KDWVFE3K1TL3,D7,P3,"Circuit cards and electromechanical electronic items are component-level hardware without a defined power-system role.

https://www.moog.com/markets/defense/naval-systems.html
https://www.flotork.com/","Motors, motor controls, and actuator-related hardware are bounded functional electromechanical equipment.

https://www.moog.com/markets/naval-defense.html
https://www.moog.com/products/actuators-servoactuators/defense/rotary-actuators-for-naval-systems.html
https://www.moog.com/content/dam/moog/literature/sdg/defense/moog-undersea-mission-critical-solutions-brochure.pdf"
Virginia,KENVPMBVBT39,D1,P2,"Heavy custom fabrication, welding, and maritime construction align to hull and structural work.

https://www.rhoadsinc.com/
https://www.linkedin.com/pulse/rhoads-industries-expands-manufacturing-capabilities-63rxe","The defensible output signal is heavy/custom metal fabrication rather than a service-only handoff.

https://www.rhoadsinc.com/
https://www.linkedin.com/company/rhoads-industries"
Virginia,KYURG7LRSC89,D4,P3,"Engineered centrifugal pumps and pump components move submarine cooling and seawater fluids.

https://www.warrenpumps.com/
https://www.warrenpumps.com/military.htm","Engineered centrifugal pump units are bounded functional machinery.

https://www.circor.com/news/circor-brand-warren-pumps-holds-125th-year-anniversary-event
https://www.highergov.com/awardee/circor-naval-solutions-llc-10110392/
https://www.warrenpumps.com/"
Virginia,KZGEJ29ND6K3,D9,P1,"Specialty coating additives, hardeners, silanes, and monomers are material-chemistry competence.

https://www.evonik.com/en/company/about-evonik.html
https://www.evonik.com/en/company/worldwide-locations/north-america.html","Specialty coating additives/chemical inputs are consumed or processed downstream.

https://www.evonik.com/en/company/businesslines/ca.html
https://www.evonik.com/en/markets/market_1345322.html
https://publications.evonik.com/en/media/press-releases/corporate/evonik-acquires-specialty-and-coating-additives-business-of-air-products-101279.html"
Virginia,L4ZMKLM4MPL3,D4,P0,"Precision motion-control and actuation systems are defined by actuator function.

https://www.moog.com/markets/defense/naval-systems.html
https://www.moog.com/news/corporate-press-releases/2014/moog-awarded-contract-for-mission-critical-actuators-for-us-navy-virginia-class-nuclear-submarines.html","No separate Virginia-class component is identified for this headquarters/controls UEI.

https://www.moog.com/markets/naval-defense.html"
Virginia,LB1XJ5UY5961,D4,P3,"Rotary and screw pump units are shipboard fluid-moving equipment.

https://www.circor.com/
https://www.circorpt.com/","Rotary/screw pump units are bounded functional machinery; pump components do not make a P4 system.

https://www.circor.com/news/circor-brand-warren-pumps-holds-125th-year-anniversary-event
https://www.circor.com/
https://www.circorpt.com/"
Virginia,LCV2N9FVV739,D2,P3,"[MECE 2026-06-20: D2/D3 dual-domain crack resolved by dollar-dominant ship function -> D2, was D0] Known output spans main-propulsion machinery (D2) and ship-service turbine-generation (D3), with no line-item discriminator.

https://www.northropgrumman.com/careers/northrop-grumman-in-sunnyvale-california
https://www.globenewswire.com/news-release/2006/08/23/347450/189/en/northrop-grumman-marine-systems-celebrates-100-years-in-operation-in-sunnyvale-california.html","Turbine-generator equipment is a bounded functional machinery handoff once connected/installed.

https://sam.gov/opp/63d0f9fc23834fcfa4e665783ef40c2a/view
https://www.northropgrumman.com/what-we-do/sea"
Virginia,MC77SUMRLXY5,D4,P3,"Installed marine valves are functional fluid-control equipment.

https://www.milwaukeevalve.com/
https://www.milwaukeevalve.com/product-category/marine-valves/navy-mil-standard-valves/","Marine valves are acceptance-testable functional fluid-control units.

https://www.milwaukeevalve.com/product-category/marine-valves/
https://www.milwaukeevalve.com/wp-content/uploads/04-10-24-celebrating-the-silent-service.pdf
https://www.milwaukeevalve.com/wp-content/uploads/04-12-23-celebrating-national-submarine-day.pdf"
Virginia,MF1LU8RPCMB8,D2,P2,"[MECE 2026-06-20: D9->D2 firm-level reclassification, ship application determinable] Precision fabrication, welding, and machining supply processed propulsor material rather than a complete propulsor.

https://www.ranor.com/about%20ranor
https://www.ranor.com/defense","Precision-fabricated propulsor material is a fabricated component/subassembly, not a complete propulsor.

https://www.baesystems.com/en/product/submarine-products-and-technology
https://www.highergov.com/contract/N0002421C4106/"
Virginia,MMCKJNNMSG23,D9,P2,"Precision machining, welding, and fabrication across varied submarine parts is the differentiating process.

https://govtribe.com/vendors/advance-mfg-dot-co-dot-inc-dot-29293
https://www.highergov.com/subcontract/N0002417C2100-1000047983/","Machined housings, manifolds, and similar submarine hardware are fit-ready components.

https://www.advancemfg.com/
https://govtribe.com/vendors/advance-mfg-dot-co-dot-inc-dot-29293"
Virginia,MU3CM1145E44,D6,P4,"AN/BYG-1 combat control and weapon-launch capabilities are system-level combat systems.

https://gdmissionsystems.com/sea/progeny-systems
https://gdmissionsystems.com/submarine-systems/combat-systems","AN/BYG-1 combat-control capabilities combine hardware, software, and integration as a configured system.

https://gdmissionsystems.com/submarine-systems/combat-systems/an-byg-1
https://gdmissionsystems.com/submarine-systems/combat-systems
https://gdmissionsystems.com/sea/progeny-systems"
Virginia,MWAKL633WET8,D0,P3,"Known output spans steam turbines, turbine-generators, and high-pressure compressors, with no unit identified.

https://electro-mechanicalsystems.curtisswright.com/sas/about-us
https://electro-mechanicalsystems.curtisswright.com/sas/markets-and-products/Naval-Shipboard-Air-Compressors","Steam turbines, turbine-generator equipment, and high-pressure compressors are functional machinery.

https://curtisswright.com/news/press-releases/news-release-details/2015/Curtiss-Wright-Awarded-480-Million-in-Contracts-For-Virginia-Class-Submarine-Program
https://curtisswright.com/organization/naval-power
https://electro-mechanicalsystems.curtisswright.com/"
Virginia,N1PJDANWUJ61,D2,P1,"[MECE 2026-06-20: D9->D2 firm-level reclassification, ship application determinable] Open-die and rolled-ring forging is the firm's differentiating material and precision-forming process.

https://www.scotforge.com/market-expertise/shipbuilding
https://www.scotforge.com/market-expertise1/marine-propulsion","Open-die forgings, rolled rings, blanks, and forged stock require downstream machining/finishing.

https://www.scotforge.com/market-expertise/defense
https://www.scotforge.com/nuclear-energy
https://www.scotforge.com/"
Virginia,N5BYYW3MMFP7,D9,P2,"Elastomeric isolation mounts and acoustic-damping materials are specialty vibration/signature treatments.

https://hutchinsonai.com/defense-applications-navy/
https://hutchinsonai.com/navy-vibration-mounts-for-ships/","Shock/vibration mounts and acoustic-damping materials are fit-ready components/material articles.

https://hutchinsonai.com/navy-vibration-mounts-for-ships/
https://aerospacedefense.hutchinson.com/en/solutions/anti-shock-and-vibration-mounts
https://hutchinsonai.com/the-instrumented-shock-mount-a-hutchinson-success-story/"
Virginia,N5KMLMXEPFM5,D7,P3,"Salinity sensors are component-level shipboard instrumentation.

https://www.parker.com/us/en/additional-information/parker-defense/maritime.html","Salinity sensors are acceptance-testable measurement units delivered for shipboard connection.

https://www.highergov.com/contract-opportunity/yjn-virginia-class-submarine-salinity-sensor-spe4a726r0423-p-cdd91/
https://govtribe.com/opportunity/federal-contract-opportunity/yjn-virginia-class-submarine-salinity-sensor-spe4a726r0423"
Virginia,N79NY6FRL2F3,D4,P2,"Level I pipe and main-seawater-system fittings are functional fluid-system components.

https://customalloycorp.com/
https://customalloycorp.com/about-custom-alloy/","Level I fittings, forgings, and pipe are fit-ready fluid-system components.

https://customalloycorp.com/about-custom-alloy/
https://customalloycorp.com/
https://www.prnewswire.com/news-releases/trident-maritime-systems-acquires-assets-of-custom-alloy-corporation-301855869.html"
Virginia,NB21QESAKUM9,D6,P3,"Undersea sensors, acoustic systems, and submarine communications/mast electronics are mission systems.

https://navysbir.com/success/docs/Chesapeake_Sciences20.pdf
https://www.l3harris.com/newsroom/editorial/2026/05/l3harris-provides-key-technologies-newly-commissioned-navy-submarines","Undersea sensor, communications, and mast electronics are functional equipment; no configured shipset is shown.

https://www.l3harris.com/all-capabilities/undersea-warfare
https://www.l3harris.com/newsroom/editorial/2026/05/l3harris-provides-key-technologies-newly-commissioned-navy-submarines
https://www.navysbir.com/success/docs/L3_NAVSEA.pdf"
Virginia,NEGFNA8YS723,D9,P3,"Cross-system precision-machined, welded, and electromechanical components make manufacturing process the differentiator.

https://granitestatemfg.com/granite-state-manufacturing-secures-25-million-in-new-us-navy-contracts/
https://granitestatemfg.com/","Cable-handling and electromechanical submarine products are bounded functional equipment.

https://granitestatemfg.com/granite-state-manufacturing-secures-25-million-in-new-us-navy-contracts/
https://granitestatemfg.com/cnc-machinists-to-help-build-us-navy-submarines-are-in-high-demand/
https://granitestatemfg.com/"
Virginia,NRCCMBKQ6FD7,D6,P6,"Undersea-warfare systems engineering, integration, and test support is a mission-system competence.

https://www.leidos.com/markets/maritime
https://www.leidos.com/insights/us-navy-selects-leidos-undersea-warfare-systems-contract","Undersea systems engineering, integration, and test support are technical work products.

https://www.leidos.com/insights/us-navy-selects-leidos-undersea-warfare-systems-contract
https://www.leidos.com/markets/maritime"
Virginia,NTREK31GP8N3,D7,P2,"Fiber-optic and electrical cable assemblies, harnesses, and interconnects are D7 hardware.

https://ksaria.com/2020/06/the-use-of-fiber-optic-networks-on-navy-ships/
https://ksaria.com/training/","Fiber-optic/electrical cable assemblies and harnesses are fit-ready interconnect components.

https://ksaria.com/fiber-optic-cable-assemblies/
https://ksaria.com/2020/06/the-use-of-fiber-optic-networks-on-navy-ships/
https://ksaria.com/home-2/"
Virginia,NVPEBL51CSF8,D4,P2,"SUBSAFE fittings, valves, and flanges are complete functional fluid-system components.

https://guilldefense.com/about/company-profile/
https://guill.com/about/company-profile/","Precision fittings, flanges, and machine components are fit-ready parts; valve mentions are not the representative output.

https://guilldefense.com/about/company-profile/
https://www.highergov.com/awardee/guill-tool-engineering-co-inc-10028330/
https://guill.com/news/guill-tool-engineering-receives-as91002016-aerospace-iso-90012015-certificate-registration/"
Virginia,NYGUEDY27AM8,D4,P3,"Documented reactor-plant and submarine valves make fluid control the deciding competence.

https://curtisswright.com/news/press-releases/news-release-details/2019/Curtiss-Wright-Awarded-Contracts-Valued-in-Excess-of-80-Million-to-Support-US-Navys-Virginia-class-and-Columbia-class-Submarine-Programs
https://curtisswright.com/markets/defense/naval-defense","Reactor-plant and ship-service valves are functional units delivered for installation.

https://www.circor.com/newsroom/circor-receives-award-electric-boat-supply-block-v
https://curtisswright.com/news/press-releases/news-release-details/2015/Curtiss-Wright-Awarded-480-Million-in-Contracts-For-Virginia-Class-Submarine-Program
https://www.circor.com/"
Virginia,PAH8M4BJACA5,D7,P2,"Pressure-hull penetrators, connectors, and outboard cable assemblies are interconnect hardware.

https://www.teledynemarine.com/brands/dgo
https://www.teledynemarine.com/brands/dgo/pressure-hull-penetrator","Pressure-hull penetrators, connectors, and cable assemblies are interconnect components for larger systems.

https://www.teledynemarine.com/brands/dgo
https://www.teledynemarine.com/brands/dgo/pressure-hull-penetrator"
Virginia,PTMFLMD2CUB4,D0,P0,"The corporate registration lacks a separable Virginia-class deliverable or operating-unit specialty.

https://www.l3harris.com/all-capabilities/maritime-fabrication-and-prototyping
https://www.l3harris.com/newsroom/editorial/2026/05/l3harris-provides-key-technologies-newly-commissioned-navy-submarines","Corporate registration lacks a defensible Virginia-class operating deliverable distinct from affiliates.

https://www.l3harris.com/all-capabilities/maritime-solutions"
Virginia,PUG1H9MFJD63,D2,P2,"[MECE 2026-06-20: D9->D2 firm-level reclassification, ship application determinable] Heavy plate fabrication supplies processed material into a propulsor assembly rather than the complete propulsion system.

https://www.highergov.com/contract/N0016724D0004-N0016725F1185/
https://www.highergov.com/contract/N0016723D0004-N0016723F0035/","Heavy fabricated material for propulsor assemblies is a fit-ready fabrication, not raw stock or a system.

https://www.atfco.com/industries/naval-defense/
https://www.atfco.com/
https://www.baesystems.com/en-us/article/bae-systems-awarded-92-million-us-navy-contract-for-virginia-class-submarine-propulsors"
Virginia,Q35JL9GFCAK3,D4,P3,"Valve manifolds and motion/flow-control components manage submarine fluids and actuation.

https://marotta.com/markets/naval/
https://marotta.com/","Valve manifolds and flow/motion-control components are functional fluid-control equipment.

https://marotta.com/marotta-controls-celebrates-u-s-navy-commissioning-of-23rd-virginia-class-submarine-the-uss-new-jersey/
https://marotta.com/markets/naval/
https://marotta.com/products/flow-controls/shipboard-controls/"
Virginia,QNEXJLA47BM4,D10,P2,"Accommodation/joiner systems and interior door-lock hardware are habitability and interior outfit.

https://www.jmms.com/
https://www.jmms.com/distribution/
https://www.thebrassworksinc.com/military/","Joiner hardware, accommodations items, and door-lock hardware are fit-ready interior components.

https://www.jmms.com/marine/
https://www.jmms.com/distribution/
https://www.thebrassworksinc.com/military/"
Virginia,QV38GMJUBJQ3,D0,P6,"Multi-trade shipyard labor spans welding, pipefitting, coating, and equipment installation without one specialty.

https://www.l3harris.com/all-capabilities/maritime-fabrication-and-prototyping
https://www.virginiashiprepair.org/MemberProfile/146/L3Harris-Maritime-Services","Welding, pipefitting, blasting/painting, and installation are shipyard labor handoffs.

https://www.l3harris.com/all-capabilities/maritime-solutions
https://www.highergov.com/awardee/l3harris-maritime-services-inc-10111066/"
Virginia,R9EYKGK8NKA5,D4,P2,"Elbow joints and other steam-piping fittings are fluid-system components.

https://www.navytimes.com/news/your-navy/2016/03/27/secret-weld-how-shoddy-parts-disabled-a-2-7-billion-submarine/
https://www.naval-technology.com/news/fmd-us-submarines-construction/","Pipe fittings and elbow joints are fit-ready components within steam-piping systems.

https://www.navytimes.com/news/your-navy/2016/03/27/secret-weld-how-shoddy-parts-disabled-a-2-7-billion-submarine/
https://news.usni.org/2015/08/18/3-virginia-attack-submarines-still-restricted-as-navsea-investigates-questionable-welding-rest-of-fleet-cleared
https://www.linkedin.com/company/nuflo-inc"
Virginia,RDG4F8MZVDU1,D3,P3,"Static converters, inverters, transformers, and distribution units convert and distribute ship-service power.

https://electromet.com/2015/11/06/l3-asvc-submarine-power-system/
https://www.marinelink.com/news/paragon-power-wins323122","Converters, inverters, transformers, and distribution units are bounded functional electrical equipment.

https://www.l3harris.com/all-capabilities/static-automatic-bus-transfer
https://www.l3harris.com/all-capabilities/marine-power-distribution
https://www.marinelink.com/news/paragon-power-wins323122"
Virginia,RG6LJJM6JBS3,D1,P5,"Electronic-deck and command-deck modules are large structural submarine assemblies.

https://www.austalusa.com/
https://seapowermagazine.org/austal-usa-receives-order-for-three-virginia-class-submarine-modules/","Electronic deck and command-deck module work is an outfitted structural/module handoff.

https://www.austalusa.com/submarines
https://www.austal.com/media-releases/austal-secures-us-submarine-command-deck-module-contract-general-dynamics
https://seapowermagazine.org/austal-usa-receives-order-for-three-virginia-class-submarine-modules/"
Virginia,RLXQHCXFT513,D4,P3,"Valves, manifolds, pipe fittings, and flanges are naval fluid-system hardware.

https://www.bwxt.com/sectors/defense-space/sea/design-engineering-manufacturing/cunico/
https://hl.com/about-us/transactions/houlihan-lokey-advises-cunico-corp-and-dynamic-controls-ltd/","Proprietary valves and manifolds are functional fluid-control units; co-delivered fittings do not create P4.

https://www.bwxt.com/sectors/defense-space/sea/design-engineering-manufacturing/cunico/
https://hl.com/about-us/transactions/houlihan-lokey-advises-cunico-corp-and-dynamic-controls-ltd/"
Virginia,RYRLL49HWN65,D10,P2,"Interior doors and closures are finished interior and general-outfitting items.

https://www.bakersheetmetal.com/
https://www.bakersheetmetal.com/shipboard-fabrication
https://www.bakersheetmetal.com/marine-habitability","Interior doors and closures are fabricated, fit-ready ship components.

https://www.bakersheetmetal.com/marine-us-navy-doors
https://www.bakersheetmetal.com/about
https://www.bakersheetmetal.com/"
Virginia,SLD5KEGGLLZ3,D5,P3,"Submarine chillers, refrigeration compressors, and environmental controls are HVAC/life-support equipment.

https://www.johnsoncontrols.com/industries/marine-and-navy
https://www.johnsoncontrols.com/marine-and-navy/hvac-solutions","Submarine chillers, compressors, and HVAC/R equipment are bounded functional machinery units.

https://www.johnsoncontrols.com/industries/marine-and-navy
https://www.johnsoncontrols.com/marine-and-navy/hvac-solutions
https://www.pct.edu/give/corporate-tomorrow-makers/johnson-controls-navy-systems"
Virginia,SX6BF52K2WB1,D4,P3,"Quiet valves, manifolds, and filtration assemblies control submarine fluid systems.

https://www.vacco.com/index.php/navy/overview
https://www.vacco.com/index.php/news/news_detail/uss-north-dakota-christened-november-2-2013","Quiet valves, manifolds, and filtration assemblies are functional fluid-control units, not one integrated system.

https://www.vacco.com/index.php/navy/quiet-valves-and-manifolds
https://www.vacco.com/index.php/navy"
