Key,Program,Subawardee UEI,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description,Parent UEI,Parent Vendor Name,Parent UEI(s),Role / Description,Source URLs
Virginia|ZM8CV5ND9LG8,Virginia,ZM8CV5ND9LG8,"JOSEPH T. RYERSON & SON, INC.",423510,Metal Service Centers and Other Metal Merchant Wholesalers,XXADYWMX8FE7,Ryerson Holding Corporation,XXADYWMX8FE7,,
Virginia|RG3VUTDYFNF8,Virginia,RG3VUTDYFNF8,FLUIDYNE CORP,332710,Machine Shops,RG3VUTDYFNF8,FLUIDYNE CORPORATION,RG3VUTDYFNF8,,
Virginia|FQJTKZNF6GY5,Virginia,FQJTKZNF6GY5,THE HILLER COMPANIES LLC,561990,All Other Support Services,FQJTKZNF6GY5,THE HILLER COMPANIES LLC,FQJTKZNF6GY5; GGSLGRB5KXM6,,
Virginia|G45GNP4ARKJ3,Virginia,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,332710,Machine Shops,,,,,
Virginia|KMP7FYJJV3N3,Virginia,KMP7FYJJV3N3,"PRYSMIAN CABLES AND SYSTEMS USA, LLC",331420,"Copper Rolling, Drawing, Extruding, and Alloying",EBJCZNYDQDH8,PRYSMIAN SPA,EBJCZNYDQDH8,,
Virginia|RLYHS582JDW8,Virginia,RLYHS582JDW8,"CAMERON TECHNOLOGIES US, INC.",334519,Other Measuring and Controlling Device Manufacturing,W1LDBNHD4EM7,Schlumberger N.V.,W1LDBNHD4EM7,,
Virginia|Z19UP1U6FMT1,Virginia,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,238290,Other Building Equipment Contractors,,,,,
Virginia|U43WP4FHDJY3,Virginia,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",334516,Analytical Laboratory Instrument Manufacturing,,,,,
Virginia|YA7EN5YYJYS8,Virginia,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,n/a (no SAM record),YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8,,
Virginia|N28CNQT19JY9,Virginia,N28CNQT19JY9,"USC CONSULTING GROUP, LLC",541614,"Process, Physical Distribution, and Logistics Consulting Services",N28CNQT19JY9,"USC CONSULTING GROUP, LLC",N28CNQT19JY9,,
Virginia|V25NZRTBX3R3,Virginia,V25NZRTBX3R3,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",,n/a (no SAM record),RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,RDB2AM2GGHH8,,
Virginia|QEP4TKLKQDV3,Virginia,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",334419,Other Electronic Component Manufacturing,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",QEP4TKLKQDV3,,
Virginia|MME9X24LUXP1,Virginia,MME9X24LUXP1,"ACROMAG, INCORPORATED",334111,Electronic Computer Manufacturing,MME9X24LUXP1,"ACROMAG, INCORPORATED",MME9X24LUXP1,,
Virginia|X96XQ88UFHM5,Virginia,X96XQ88UFHM5,Maria Do Carmo De Albuquerque Lins Me,,"n/a (foreign, no SAM record)",X96XQ88UFHM5,Maria Do Carmo De Albuquerque Lins Me,X96XQ88UFHM5,,
Virginia|YA5MLUTX7W19,Virginia,YA5MLUTX7W19,ITT Cannon LLC,,n/a (no SAM record),TCCLSQU7ZMW5,ITT Inc.,TCCLSQU7ZMW5,,
Virginia|XRN4L5GSHNJ5,Virginia,XRN4L5GSHNJ5,MASON ELECTRIC CO.,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,EUY1C3NM2WN3,,EUY1C3NM2WN3; R5N4GY677EH5; UAC2KLJM4XY1,,
Virginia|PJRYS7EFXQD9,Virginia,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",332911,Industrial Valve Manufacturing,,,,,
Virginia|SFD8QNU62LD3,Virginia,SFD8QNU62LD3,INSULATED WIRE INC.,335929,Other Communication and Energy Wire Manufacturing,UUWJVAA5CK71,INSULATED WIRE INC.,UUWJVAA5CK71,,
Virginia|CE4UBZFNCKU9,Virginia,CE4UBZFNCKU9,MOHAWK NORTHEAST INC,237990,Other Heavy and Civil Engineering Construction,CE4UBZFNCKU9,MOHAWK NORTHEAST INC,CE4UBZFNCKU9,,
Virginia|X3DBJSMT83N5,Virginia,X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,331110,Iron and Steel Mills and Ferroalloy Manufacturing,VUNMXC2JLBY3,,VUNMXC2JLBY3,,
Virginia|W7QMJRYTHHM4,Virginia,W7QMJRYTHHM4,"TECHSPEC, INC.",331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",HYWRB7XDFNE9,,HYWRB7XDFNE9,,
Virginia|NG7TY7BYU9R7,Virginia,NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",,n/a (no SAM record),HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",HUYTR5ZGSSN6,,
Virginia|TXHLDCPC95J3,Virginia,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",332710,Machine Shops,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",TXHLDCPC95J3,,
Virginia|VUA5GYK66K98,Virginia,VUA5GYK66K98,CHAPCO INC,332322,Sheet Metal Work Manufacturing,VUA5GYK66K98,CHAPCO INC,VUA5GYK66K98,,
Virginia|QF82VVEDYFC3,Virginia,QF82VVEDYFC3,"PUROLATOR FACET, INC.",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,QF82VVEDYFC3; W138B61KN3Q7,,
Virginia|L4ZMKLM4MPL3,Virginia,L4ZMKLM4MPL3,MOOG INC.,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,L4ZMKLM4MPL3,MOOG INC.,L4ZMKLM4MPL3,"This UEI is Moog’s East Aurora, New York headquarters/controls operation, which develops precision motion-control electronics, servo controls, and actuation systems. The public record does not identify a separate Virginia-class component for this UEI, so it should not be assigned the Orrville sibling’s hydraulic-cylinder role or the Blacksburg sibling’s motor/electronics role.","https://www.highergov.com/awardee/moog-inc-10000441/
https://www.sledai.com/tools/public-spend/vendor/moog-inc-l4zmklm4mpl3/
https://www.moog.com/markets/marine.html"
Virginia|PUFMZLZJ2BY2,Virginia,PUFMZLZJ2BY2,MATTHEW WARREN INC,332613,Spring Manufacturing,PXBUGNWVPJ46,"Helix Acquisition Holdings, Inc.",PXBUGNWVPJ46,,
Virginia|VERVZNQLJQM6,Virginia,VERVZNQLJQM6,ABRASIVE FINISHING INDUSTRIES LLC,,"n/a (long-tail, not researched)",,,,,
Virginia|QWM1XWLUFQM8,Virginia,QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,QWM1XWLUFQM8,,
Virginia|EVZMB1757DW5,Virginia,EVZMB1757DW5,"STEELFAB, INC.",332312,Fabricated Structural Metal Manufacturing,EVZMB1757DW5,"STEELFAB, INC.",EVZMB1757DW5,,
Virginia|GXK6HT9PN3P9,Virginia,GXK6HT9PN3P9,KAMATICS CORPORATION,332721,Precision Turned Product Manufacturing,SCEEGJW7XZE5,KAMAN CORPORATION,SCEEGJW7XZE5,,
Virginia|QPFMBXNMQM85,Virginia,QPFMBXNMQM85,"AEROTEK, INC.",561320,Temporary Help Services,GVWENMHJ4Y87,"Allegis Group, Inc.",GVWENMHJ4Y87,,
Virginia|MWJTQK36KMG3,Virginia,MWJTQK36KMG3,ZAPATA INCORPORATED,562910,Remediation Services,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",NRFJMVNYQ6C3,,
Virginia|CMTLME2MH6F4,Virginia,CMTLME2MH6F4,"SPIRAX SARCO, INC.",541330,Engineering Services,WCE1F3V37MM9,,EREJZHBM5MU1; WCE1F3V37MM9,,
Virginia|GWKMNJ89SCC5,Virginia,GWKMNJ89SCC5,MATERION BRUSH INC.,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",QT9LCNSYE637,MATERION CORPORATION,QT9LCNSYE637,,
Virginia|NN4BTBUN58J5,Virginia,NN4BTBUN58J5,"STRATUS TECHNOLOGIES, INC.",423840,Industrial Supplies Merchant Wholesalers,,,,,
Virginia|S3NBXGNJ5433,Virginia,S3NBXGNJ5433,"CORSERVA, INC.",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,S3NBXGNJ5433,"CORSERVA, INC.",S3NBXGNJ5433,,
Virginia|LN8JD2HB57K5,Virginia,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,,,
Virginia|ML82LTYEBMQ5,Virginia,ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,541519,Other Computer Related Services,ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,ML82LTYEBMQ5,,
Virginia|XLLQN8Q4P7M1,Virginia,XLLQN8Q4P7M1,"WANNER ENGINEERING, INC.",333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",,,,,
Virginia|PS39EKC82UU5,Virginia,PS39EKC82UU5,DIT-MCO INTERNATIONAL LLC,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,SGSBHJMN78B6,"Commerce Bancshares, Inc.",SGSBHJMN78B6,,
Virginia|FDMCABKJFNE8,Virginia,FDMCABKJFNE8,"MINE SAFETY APPLIANCES COMPANY, LLC",339113,Surgical Appliance and Supplies Manufacturing,HJG5ZSLCMTJ9,MSA SAFETY INCORPORATED,HJG5ZSLCMTJ9,,
Virginia|ZBAJWJYVWC49,Virginia,ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",444190,Other Building Material Dealers,ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",ZBAJWJYVWC49,,
Virginia|SN8JQ8XJ55N9,Virginia,SN8JQ8XJ55N9,"LOVEJOY, LLC",333613,Mechanical Power Transmission Equipment Manufacturing,,,,,
Virginia|Z2M4Q4H6TKM3,Virginia,Z2M4Q4H6TKM3,"DAWSON-MACDONALD CO., INC.",423840,Industrial Supplies Merchant Wholesalers,,,,,
Virginia|UPAPN5VL4KR9,Virginia,UPAPN5VL4KR9,EATON AEROSPACE LLC,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,MBJ8ANU347W7,,
Virginia|H11HD5VHGHN3,Virginia,H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,H11HD5VHGHN3,,
Virginia|S1LJCH88WHT5,Virginia,S1LJCH88WHT5,W.R. DAVIS ENGINEERING LIMITED,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,S1LJCH88WHT5,W.R. DAVIS ENGINEERING LIMITED,S1LJCH88WHT5,,
Virginia|M35SG6PKLJB3,Virginia,M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",332996,Fabricated Pipe and Pipe Fitting Manufacturing,GPEHQHPNYZ31,ALCO INVESTMENT COMPANY,GPEHQHPNYZ31; M35SG6PKLJB3,,
Virginia|MK6AGEN4XM53,Virginia,MK6AGEN4XM53,"POWERSTATION, LLC",713990,All Other Amusement and Recreation Industries,MK6AGEN4XM53,"POWERSTATION, LLC",MK6AGEN4XM53,,
Virginia|G42SVPMNBDA1,Virginia,G42SVPMNBDA1,THOMSON LINEAR LLC,333995,Fluid Power Cylinder and Actuator Manufacturing,,,,,
Virginia|J632BG3ZB8L9,Virginia,J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",334412,Bare Printed Circuit Board Manufacturing,,,,,
Virginia|J7RQVJ723JM3,Virginia,J7RQVJ723JM3,MADISON COMPANY,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",J7RQVJ723JM3,MADISON COMPANY,J7RQVJ723JM3,,
Virginia|XA3VAXMUA9A8,Virginia,XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",238210,Electrical Contractors and Other Wiring Installation Contractors,,,,,
Virginia|EAZVTUEVK9J9,Virginia,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,423830,Industrial Machinery and Equipment Merchant Wholesalers,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,EAZVTUEVK9J9,,
Virginia|Y3LKL3D6FNK9,Virginia,Y3LKL3D6FNK9,VIABLE POWER CONVERSION TECHNOLOGIES INC,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,,,,
Virginia|KDWVFE3K1TL3,Virginia,KDWVFE3K1TL3,MOOG INC.,335312,Motor and Generator Manufacturing,L4ZMKLM4MPL3,MOOG INC.,L4ZMKLM4MPL3,"This UEI is Moog’s Blacksburg, Virginia space-and-defense electronics operation, which manufactures motors, motor controls, circuit cards, and other electromechanical electronics. Navy notices confirm circuit-card and actuator-related items from the site, but not the exact Virginia-class subsystem represented by the subaward.","https://www.highergov.com/awardee/moog-inc-10112687/
https://sam.gov/opp/305410076e394aed810698be73d136c5/view
https://sam.gov/opp/725c090e17404efb9acd59c86004dff4/view"
Virginia|QCFDU4MA1444,Virginia,QCFDU4MA1444,A/Z CORPORATION,236210,Industrial Building Construction,DKNUHVKSM6J3,The Cianbro Companies,DKNUHVKSM6J3; QCFDU4MA1444,,
Virginia|PHZDZ8SJ5CM1,Virginia,PHZDZ8SJ5CM1,CDW GOVERNMENT LLC,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,DNDLL934GK55,Cdw Corporation,DNDLL934GK55,,
Virginia|NHA2LDXZPES3,Virginia,NHA2LDXZPES3,ITT ENIDINE INC.,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,TCCLSQU7ZMW5,ITT Inc.,TCCLSQU7ZMW5; Z7AEB4WP45P3,,
Virginia|DN8HGRSV3LA6,Virginia,DN8HGRSV3LA6,OUTLAND TECHNOLOGY INC.,334310,Audio and Video Equipment Manufacturing,,,,,
Virginia|KWHXKLAL87T5,Virginia,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",336611,Ship Building and Repairing,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",KWHXKLAL87T5,,
Virginia|H4ZMPGLLZ8D9,Virginia,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",332710,Machine Shops,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,,
Virginia|MWCVNKNHLF53,Virginia,MWCVNKNHLF53,ATI LADISH LLC,332112,Nonferrous Forging,MCZLJUKD4BD4,ALLEGHENY TECHNOLOGIES INCORPORATED,MCZLJUKD4BD4,,
Virginia|NB21QESAKUM9,Virginia,NB21QESAKUM9,L3 TECHNOLOGIES INC,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",SJULQDJ8NZU7,"This UEI is L3 Chesapeake Sciences in Millersville, Maryland, which develops undersea sensors, acoustic systems, and submarine communications/mast electronics. Public Navy records confirm undersea electronics from the entity, but do not identify the exact Virginia-class assembly represented by the subaward.","https://app.g2xchange.com/companies/NB21QESAKUM9
https://www.highergov.com/awardee/l3-technologies-inc-12768358/
https://sam.gov/workspace/contract/opp/8fa1fcab28a14577bee81d19bf266c18/view"
Virginia|WYN3NM142HF3,Virginia,WYN3NM142HF3,"LEE COMPANY, THE",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,WYN3NM142HF3,"LEE COMPANY, THE",WYN3NM142HF3,,
Virginia|TYQ7WJJPGH91,Virginia,TYQ7WJJPGH91,ANIXTER INC,334290,Other Communications Equipment Manufacturing,HT2SC8NC87E1,Anixter International Inc.,HT2SC8NC87E1,,
Virginia|PQXWA9BB6UJ6,Virginia,PQXWA9BB6UJ6,"PULSCO, INC.",541330,Engineering Services,S9HRDMLBL795,,S9HRDMLBL795,,
Virginia|TQ6PLXME5XE1,Virginia,TQ6PLXME5XE1,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,325520,Adhesive Manufacturing,,,,,
Virginia|XJWLF38U74P3,Virginia,XJWLF38U74P3,"FLUID HANDLING, LLC",332410,Power Boiler and Heat Exchanger Manufacturing,J6DMEL935CD1,XYLEM INC.,J6DMEL935CD1,,
Virginia|KDKVNQBN2Q53,Virginia,KDKVNQBN2Q53,"Barnhart Northeast, Inc.",,n/a (no SAM record),M2MJR8KTEQU9,BARNHART CRANE AND RIGGING CO.,M2MJR8KTEQU9,,
Virginia|LNU9THQFHLR5,Virginia,LNU9THQFHLR5,TRIFAX LLC,423830,Industrial Machinery and Equipment Merchant Wholesalers,,,,,
Virginia|E5XTWRMQAZN1,Virginia,E5XTWRMQAZN1,APPLIED PRODUCTS INC,424690,Other Chemical and Allied Products Merchant Wholesalers,Y32LYMHRGTL8,,Y32LYMHRGTL8,,
Virginia|JQHDLX7VEUC1,Virginia,JQHDLX7VEUC1,"HUISH OUTDOORS, LLC",339920,Sporting and Athletic Goods Manufacturing,,,,,
Virginia|EPSYXPS5MK39,Virginia,EPSYXPS5MK39,NORTHROP GRUMMAN SYSTEMS CORPORATION,339999,All Other Miscellaneous Manufacturing,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,NKVZLJL93QT6,"Northrop Grumman’s Annapolis undersea-systems entity supplies acoustic and sonar-related hardware. A Navy notice tied to this UEI identifies an acoustic sonar baffle, providing a concrete submarine construction item, although the public notice does not name the specific Virginia-class hull.","https://www.sweetspot.so/markets/federal/contractors/northrop-grumman-systems-corporation-epsyxps5mk39/
https://sam.gov/workspace/contract/opp/241e9e8fd83c47399e62f57ecaa43865/view"
Virginia|JMFNDVNJ67A3,Virginia,JMFNDVNJ67A3,CM-MATRIX CORPORATION,423430,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS,,,,,
Virginia|DNY9WHR3SKK6,Virginia,DNY9WHR3SKK6,ICON M G T SYSTEMS LLC,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",DNY9WHR3SKK6,CLARK-RELIANCE LLC,DNY9WHR3SKK6,,
Virginia|HRJNGAUKL2Q2,Virginia,HRJNGAUKL2Q2,"HI-TEST LABORATORIES, INC.",541330,Engineering Services,,,,,
Virginia|GHVMX1DLDAK6,Virginia,GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",MT6DZPQUP663,ADOLF WURTH GMBH & CO KG,MT6DZPQUP663; XMRBFR868NS3,,
Virginia|UES5F4AAZJK5,Virginia,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",UES5F4AAZJK5,,
Virginia|EPHBJMLFMGL7,Virginia,EPHBJMLFMGL7,"STACO SYSTEMS, INC.",335931,Current-Carrying Wiring Device Manufacturing,K2JGXQQ8HLE5,COMPONENTS CORPORATION OF AMERICA,K2JGXQQ8HLE5,,
Virginia|GHJ6L9RLAR65,Virginia,GHJ6L9RLAR65,WILSON TOOL INTERNATIONAL INC.,333517,Machine Tool Manufacturing,GHJ6L9RLAR65,WILSON TOOL INTERNATIONAL INC.,GHJ6L9RLAR65,,
Virginia|HB74FFGNFK17,Virginia,HB74FFGNFK17,THE DYSON CORPORATION,332510,Hardware Manufacturing,,,,,
Virginia|CHSCLZAAPTQ3,Virginia,CHSCLZAAPTQ3,PULSAFEEDER INC,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",GHH5AMJ8C896,,CDP5GEUN3JG1; GHH5AMJ8C896,,
Virginia|LD7YXEQNEKZ3,Virginia,LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",333992,Welding and Soldering Equipment Manufacturing,,,,,
Virginia|YMKJUADMJN79,Virginia,YMKJUADMJN79,"TRI-TEC MANUFACTURING, LLC",332911,Industrial Valve Manufacturing,JYTYZUGUN6V3,"TRI-TEC MANUFACTURING, LLC",JYTYZUGUN6V3,,
Virginia|K5WVCD4GUK41,Virginia,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,332114,Custom Roll Forming,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,JP2VAK8RGNQ5; K5WVCD4GUK41,,
Virginia|CFXRGJSB9UB6,Virginia,CFXRGJSB9UB6,"SPD ELECTRICAL SYSTEMS, INC",335313,Switchgear and Switchboard Apparatus Manufacturing,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",SJULQDJ8NZU7; XXP4PLFFFGK9,"SPD Electrical Systems in Camden supplies shock-hardened naval circuit breakers, switchgear, and electrical-protection hardware. For Virginia-class construction, its distinct contribution is breaker/switchgear hardware rather than complete switchboards or machinery-control consoles.","https://www.highergov.com/awardee/l3harris-maritime-power-energy-solutions-inc-10107022/
https://www.l3harris.com/all-capabilities/air-circuit-breaker-4012"
Virginia|KSZBH4K529U5,Virginia,KSZBH4K529U5,"CMI, INC.",423510,Metal Service Centers and Other Metal Merchant Wholesalers,,,,,
Virginia|DZVSKE3ZKRV4,Virginia,DZVSKE3ZKRV4,"IE TEST, LLC",541330,Engineering Services,,,,,
Virginia|V6FJCB53JDK7,Virginia,V6FJCB53JDK7,"RURAL ROUTE 2, LLC",,"n/a (SAM record, no NAICS)",V6FJCB53JDK7,"RURAL ROUTE 2, LLC",V6FJCB53JDK7,,
Virginia|EARSLY8TTEC9,Virginia,EARSLY8TTEC9,REDBUILT LLC,321213,Engineered Wood Member (except Truss) Manufacturing,FH3GTQ8ZKNT8,"Atlas Holdings, LLC",FH3GTQ8ZKNT8,,
Virginia|H33DK44BJZE1,Virginia,H33DK44BJZE1,HAWTHORNE MACHINERY CO.,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",H33DK44BJZE1,HAWTHORNE MACHINERY CO.,H33DK44BJZE1,,
Virginia|HK1VJ4NJ6QN7,Virginia,HK1VJ4NJ6QN7,LOVEJOY CURTIS LLC,,n/a (no SAM record),H4FZBFXLJ636,"TIMKEN COMPANY, THE",H4FZBFXLJ636,,
Virginia|WVW5FMYALEL6,Virginia,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",335313,Switchgear and Switchboard Apparatus Manufacturing,,,,,
Virginia|U517SU1EZGK9,Virginia,U517SU1EZGK9,"CHALMERS & KUBECK, INC.",332710,Machine Shops,U517SU1EZGK9,"CHALMERS & KUBECK, INC.",U517SU1EZGK9,,
Virginia|PVUKF83PZZM6,Virginia,PVUKF83PZZM6,"INTEGRO, LLC",335311,"Power, Distribution, and Specialty Transformer Manufacturing",,,,,
Virginia|FFL2MLNT4FN1,Virginia,FFL2MLNT4FN1,GARDNER DENVER NASH LLC,333912,Air and Gas Compressor Manufacturing,,,,,
Virginia|TGUHUW52MLE3,Virginia,TGUHUW52MLE3,"NIANTIC SEAL, INC.",,"n/a (SAM record, no NAICS)",Z7NHE6ADMH29,"FLOW HOLDINGS, INC",YSLPMSZFE3M5; Z7NHE6ADMH29,,
Virginia|Z3KHMUV8E999,Virginia,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,,,,
Virginia|JN14RTY2BEZ5,Virginia,JN14RTY2BEZ5,H. C. STARCK INC.,,n/a (no SAM record),ZKKURBCSEX58,Opus Investment,ZKKURBCSEX58,,
Virginia|GEZPNX8Q2RM3,Virginia,GEZPNX8Q2RM3,"STS OPERATING, INC.",423830,Industrial Machinery and Equipment Merchant Wholesalers,RU42J22YFWW5,"STS OPERATING, INC.",RU42J22YFWW5,,
Virginia|HMCHY1Y3NCG9,Virginia,HMCHY1Y3NCG9,SPECIALTY BAR PRODUCTS COMPANY,,"n/a (SAM record, no NAICS)",LC2GUL767WN4,DUBAI INTERNATIONAL CAPITAL LLC,LC2GUL767WN4; NTUCRA5YV1N5,,
Virginia|M4ANYAZ8Q6H8,Virginia,M4ANYAZ8Q6H8,GEMS SENSORS INC.,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",QATEDMDR46E4,Fortive Corporation,QATEDMDR46E4,,
Virginia|ZA7HPV7XXUE3,Virginia,ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",ZA7HPV7XXUE3,,
Virginia|N1MARKMJYJU3,Virginia,N1MARKMJYJU3,"BRANTNER AND ASSOCIATES, INC.",334417,Electronic Connector Manufacturing,MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83,,
Virginia|NNNPMB5KA1V6,Virginia,NNNPMB5KA1V6,DENNEY PLASTICS MACHINING LLC,326199,All Other Plastics Product Manufacturing,,,,,
Virginia|JJGGMB8XQPV7,Virginia,JJGGMB8XQPV7,L. L. ROWE COMPANY,,n/a (no SAM record),MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83,,
Virginia|UPMWNA8Y25L1,Virginia,UPMWNA8Y25L1,"GEODETIC SERVICES, INC",334519,Other Measuring and Controlling Device Manufacturing,,,,,
Virginia|CHJNFCBMNJS3,Virginia,CHJNFCBMNJS3,"OCEANEERING INTERNATIONAL, INC.",541330,Engineering Services,XBVZKN1HH445,"OCEANEERING INTERNATIONAL, INC.",XBVZKN1HH445,,
Virginia|DLLCKA14LMZ5,Virginia,DLLCKA14LMZ5,"Merrill Aviation, Inc.",,n/a (no SAM record),,,,,
Virginia|N5H9R8EN75V9,Virginia,N5H9R8EN75V9,"MOTION INDUSTRIES, INC.",444130,Hardware Stores,DZ8RD2EBBMK5,GENUINE PARTS COMPANY,DZ8RD2EBBMK5,,
Virginia|RJZKELTAHBM5,Virginia,RJZKELTAHBM5,"POWER CONVERSION TECHNOLOGIES, INC.",335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,TPMWFAWVG1N8,"Ozop Energy Solutions, Inc.",TPMWFAWVG1N8,,
Virginia|C9C6HPQLL4A8,Virginia,C9C6HPQLL4A8,CATERPILLAR INC.,333120,Construction Machinery Manufacturing,N9K8Y7U3RGA9,Caterpillar Inc.,N9K8Y7U3RGA9,,
Virginia|UN3TBWQUCQN4,Virginia,UN3TBWQUCQN4,DELTA-ELECTRO POWER INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,,,,
Virginia|MAKYNVTMNZX1,Virginia,MAKYNVTMNZX1,TRAC REGULATORS INC,332911,Industrial Valve Manufacturing,,,,,
Virginia|CR39JL3216G7,Virginia,CR39JL3216G7,NEWPORT NEWS NUCLEAR INC,541620,Environmental Consulting Services,F9SDJAZFTLG6,"HUNTINGTON INGALLS INDUSTRIES, INC",F9SDJAZFTLG6; MV7LRD46KGF7,,
Virginia|WW6HFEMKWPC5,Virginia,WW6HFEMKWPC5,FRIES SPINNING & STAMPINGS INC,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,,,
