naics6,desc,primary_vendors_in_dataset,primary_dollars_$M_in_dataset,primary_pct_dollars_in_dataset,category_id,category,rule_strength,candidate_category,mapping_note
541513,Computer Facilities Management Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541519,Other Computer Related Services,6,15.36,0.12,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541611,Administrative Management and General Management Consulting Services,4,38.93,0.3,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541612,Human Resources Consulting Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541613,Marketing Consulting Services,1,31.57,0.24,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541614,"Process, Physical Distribution, and Logistics Consulting Services",1,0.94,0.01,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541618,Other Management Consulting Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541620,Environmental Consulting Services,1,0.35,0.0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541690,Other Scientific and Technical Consulting Services,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541713,Research and Development in Nanotechnology,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541714,Research and Development in Biotechnology (except Nanobiotechnology),0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",10,58.59,0.45,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541720,Research and Development in the Social Sciences and Humanities,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
541810,Advertising Agencies,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541820,Public Relations Agencies,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541830,Media Buying Agencies,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541840,Media Representatives,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541850,Indoor and Outdoor Display Advertising,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541860,Direct Mail Advertising,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541870,Advertising Material Distribution Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541890,Other Services Related to Advertising,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541910,Marketing Research and Public Opinion Polling,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541922,Commercial Photography,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541930,Translation and Interpretation Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nontechnical professional/business service.
541990,"All Other Professional, Scientific, and Technical Services",1,0.81,0.01,14,"Engineering, software, R&D & testing",weak_service,,Broad technical-services code; inspect other NAICS and name.
551112,Offices of Other Holding Companies,1,5.23,0.04,17,"Business, staffing, training & other support",weak_corporate,,Holding-company code; classify operating UEI from direct evidence where possible.
561110,Office Administrative Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561210,Facilities Support Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561311,Employment Placement Agencies,1,0.09,0.0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561312,Executive Search Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561320,Temporary Help Services,6,13.52,0.1,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561410,Document Preparation Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561421,Telephone Answering Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561422,Telemarketing Bureaus and Other Contact Centers,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561431,Private Mail Centers,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561499,All Other Business Support Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561510,Travel Agencies,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561599,All Other Travel Arrangement and Reservation Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561611,Investigation and Personal Background Check Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561612,Security Guards and Patrol Services,2,1.88,0.01,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561613,Armored Car Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561621,Security Systems Services (except Locksmiths),2,0.38,0.0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
561622,Locksmiths,1,0.29,0.0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
561710,Exterminating and Pest Control Services,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
561720,Janitorial Services,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
561730,Landscaping Services,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
561790,Other Services to Buildings and Dwellings,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
561910,Packaging and Labeling Services,1,4.44,0.03,16,"Distribution, logistics, rental & commercial supply",business_model,,Wholesale/retail/logistics/rental business model.
561920,Convention and Trade Show Organizers,0,0,0,17,"Business, staffing, training & other support",support_service,,Administrative/facility/staffing/security support service.
561990,All Other Support Services,1,1.01,0.01,17,"Business, staffing, training & other support",weak_support,,Broad support code; inspect other evidence.
562112,Hazardous Waste Collection,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
562119,Other Waste Collection,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
562211,Hazardous Waste Treatment and Disposal,1,0.25,0.0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
562219,Other Nonhazardous Waste Treatment and Disposal,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
562910,Remediation Services,2,1.9,0.01,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
562998,All Other Miscellaneous Waste Management Services,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
611310,"Colleges, Universities, and Professional Schools",0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
611420,Computer Training,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
611430,Professional and Management Development Training,1,7.18,0.05,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
611512,Flight Training,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
611513,Apprenticeship Training,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
611519,OTHER TECHNICAL AND TRADE SCHOOLS,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
611630,Language Schools,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
611692,Automobile Driving Schools,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
611699,All Other Miscellaneous Schools and Instruction,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
611710,Educational Support Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
621111,Offices of Physicians (except Mental Health Specialists),0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
621330,Offices of Mental Health Practitioners (except Physicians),0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
621399,Offices of All Other Miscellaneous Health Practitioners,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
621410,Family Planning Centers,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
621420,Outpatient Mental Health and Substance Abuse Centers,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
621511,Medical Laboratories,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
621999,All Other Miscellaneous Ambulatory Health Care Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
622110,General Medical and Surgical Hospitals,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
624110,Child and Youth Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
624120,Services for the Elderly and Persons with Disabilities,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
624190,Other Individual and Family Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
624221,Temporary Shelters,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
624230,Emergency and Other Relief Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
624310,VOCATIONAL REHABILITATION SERVICES,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
624410,Child Care Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
711510,"Independent Artists, Writers, and Performers",0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
712120,Historical Sites,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
713930,Marinas,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
713940,Fitness and Recreational Sports Centers,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
713990,All Other Amusement and Recreation Industries,1,0.63,0.0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
811111,General Automotive Repair,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
811121,"Automotive Body, Paint, and Interior Repair and Maintenance",0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
811198,All Other Automotive Repair and Maintenance,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
811210,Electronic and Precision Equipment Repair and Maintenance,1,0.4,0.0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
811212,Computer and Office Machine Repair and Maintenance,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
811219,Other Electronic and Precision Equipment Repair and Maintenance,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,2,28.36,0.22,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
811412,Appliance Repair and Maintenance,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
811420,Reupholstery and Furniture Repair,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
811490,Other Personal and Household Goods Repair and Maintenance,0,0,0,15,"Installation, construction, maintenance & repair",business_model,,Construction/installation/maintenance/repair business model.
812191,Diet and Weight Reducing Centers,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
812210,Funeral Homes and Funeral Services,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
812320,Drycleaning and Laundry Services (except Coin-Operated),0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
812930,Parking Lots and Garages,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
813110,Religious Organizations,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
813311,Human Rights Organizations,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
813319,Other Social Advocacy Organizations,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
813410,Civic and Social Organizations,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
813920,Professional Organizations,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
921190,Other General Government Support,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
922110,COURTS,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
922140,Correctional Institutions,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
922160,Fire Protection,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
923110,Administration of Education Programs,1,1.25,0.01,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
923120,ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
923130,"ADMINISTRATION OF HUMAN RESOURCE PROGRAMS (EXCEPT EDUCATION, PUBLIC HEALTH, AND VETERANS' AFFAIRS PROGRAMS)",0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
923140,ADMINISTRATION OF VETERANS' AFFAIRS,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
926110,ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
927110,Space Research and Technology,0,0,0,14,"Engineering, software, R&D & testing",direct_service,,Technical design/software/R&D/testing service.
928110,National Security,0,0,0,17,"Business, staffing, training & other support",support_service,,Nonmanufacturing support/service capability.
