fy_book,keyword,has_dollar,snippet
2025,NASSCO,,"In 2025, NASSCO received an award for the eleventh and twelfth T-AO-205 ships. In addition to these projects, NASSCO has been awarded a contract to provide a preliminary design for the Navy’s Submarine Tender replacement program (AS(X)). Over the last two decades, NASSCO has partnered with a leading South Korean ship design and equipment procurement company, DSEC Co., Ltd, (DSEC), to design and build many large ocean-going commercial vessels including tankers and cargo ships to support U."
2025,Backlog,,"S. Marines and special operations forces, and the John Lewis-class (T-AO-205) fleet replenishment oiler. Work on the final ESB in backlog will complete in 2026, while the seven T-AO-205 ships currently in backlog have deliveries planned into 2030. In 2025, NASSCO received an award for the eleventh and twelfth T-AO-205 ships. In addition to these projects, NASSCO has been awarded a contract to provide a preliminary design for the Navy’s Submarine Tender replacement program (AS(X)). Over the last two decades, NASSCO has partnered wit"
2025,Backlog,Y,"7% from 2024, with sequential growth throughout the year ◦ Diluted earnings per share of $15.45, up 13.4% from 2024 ◦ Cash provided by operating activities of $5.1 billion, or 122% of net earnings • Backlog of $118 billion, an increase of 30% from 2024, supports our long-term growth expectations: ◦ Strong Gulfstream aircraft order activity, including orders across all aircraft models ◦ Several significant contract awards received in our defense segments, including $20.1 billion of combined awards from the U."
2025,Backlog,Y,"For 2026, we expect a full-year effective tax rate of approximately 17.5%. BACKLOG AND ESTIMATED POTENTIAL CONTRACT VALUE Our total backlog, including funded and unfunded portions, was $118 billion on December 31, 2025, compared to $90.6 billion at the end of 2024. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, which"
2025,Backlog,Y,"6 billion at the end of 2024. Our total backlog is equal to our remaining performance obligations under contracts with customers as discussed in Note B to the Consolidated Financial Statements in Item 8. Our total estimated contract value, which combines total backlog with estimated potential contract value, was $178.9 billion on December 31, 2025. The following table details the backlog and estimated potential contract value of each segment a"
2025,Backlog,Y,"Our total estimated contract value, which combines total backlog with estimated potential contract value, was $178.9 billion on December 31, 2025. The following table details the backlog and estimated potential contract value of each segment at the end of 2025 and 2024: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2025 Aerospace $ 20,804 $ 1,024 $ 21,828 $ 1,120 $ 22,948 Marine Systems 36,808 15,5"
2025,Backlog,Y,"9 billion on December 31, 2025. The following table details the backlog and estimated potential contract value of each segment at the end of 2025 and 2024: Funded Unfunded Total Backlog Estimated Potential Contract Value Total Estimated Contract Value December 31, 2025 Aerospace $ 20,804 $ 1,024 $ 21,828 $ 1,120 $ 22,948 Marine Systems 36,808 15,532 52,340 11,823 64,163 Combat Systems 26,064 1,154 27,218 14,670 41,888 Technologies 9,865 6,795 16,660 33,280 49,940 Total $ 93,541 $ 24,505 $ 118,046 $ 60,893 $ 178,939 December 31, 2024 Aerospace $ 18,895 $ 798 $ 19,693 $ 1,132 $ 20"
2025,Backlog,Y,AEROSPACE Aerospace funded backlog represents primarily new aircraft orders for which we have definitive purchase contracts and deposits from customers. Unfunded backlog consists of agreements to provide future aircraft maintenance and support services. The Aerospace segment ended 2025 with backlog of $21.8 billion. Orders in 2025 reflected strong
2025,Backlog,Y,"Unfunded backlog consists of agreements to provide future aircraft maintenance and support services. The Aerospace segment ended 2025 with backlog of $21.8 billion. Orders in 2025 reflected strong demand across our portfolio of products and services, including orders for all models of Gulfstream aircraft. The segment’s book-to-bill ratio (orders divided by revenue) was 1.2-to-1 in 2025, even as revenue grew by more than 15% year over year. 40 Beyond total backlog, estimated potential contract value represents primarily options and other agr"
2025,Backlog,Y,"The segment’s book-to-bill ratio (orders divided by revenue) was 1.2-to-1 in 2025, even as revenue grew by more than 15% year over year. 40 Beyond total backlog, estimated potential contract value represents primarily options and other agreements with existing customers to purchase new aircraft and long-term aircraft services agreements. On December 31, 2025, estimated potential contract value in the Aerospace segment was $1.1 billion. Demand for Gulfstream aircraft remains strong across customer types and geographic regions, generating orders from publi"
2025,Backlog,Y,"The actual amount of funding received in the future may be higher or lower than our estimate of potential contract value. Total backlog in our defense segments was $96.2 billion on December 31, 2025, compared with $70.9 billion at year-end 2024. In 2025, the total book-to-bill ratio in our defense segments was 1.6-to-1. Estimated potential contract value in our defense segments was $59.8 billion on December 31, 2025, up 14.4% compared with $52.2 billion at year-end 2024. 41 MARINE SYSTEMS The Marine Systems segment’s backlog cons"
2025,Backlog,Y,"8 billion on December 31, 2025, up 14.4% compared with $52.2 billion at year-end 2024. 41 MARINE SYSTEMS The Marine Systems segment’s backlog consists of very long-term submarine and surface ship construction programs, as well as numerous engineering and repair contracts. The segment’s total estimated contract value was $64.2 billion on December 31, 2025, up 30% compared with $49.4 billion at year-end 2024. The increase was due primarily to $20.1 billion of combined submarine awards, a contract award for the construction of John Lewis-"
2025,Backlog,Y,"The vehicle programs are generally long-term franchise programs, while the weapon systems and munitions programs tend to be shorter-term in nature. The segment’s backlog was $27.2 billion on December 31, 2025, up 60.3% from $17 billion at year-end 2024. The segment’s estimated potential contract value was $14.7 billion on December 31, 2025, up 69.7% compared with $8.6 billion at year-end 2024. The increase in the Combat Systems segment’s backlog and estimated potential contract value was driven primarily by $9.2 billion of combined awards for wheeled and tracked"
2025,Backlog,Y,"The segment’s estimated potential contract value was $14.7 billion on December 31, 2025, up 69.7% compared with $8.6 billion at year-end 2024. The increase in the Combat Systems segment’s backlog and estimated potential contract value was driven primarily by $9.2 billion of combined awards for wheeled and tracked vehicles for international customers, $3.3 billion for various munitions and ordnance, and $1 billion for next-generation Abrams main battle tanks. 42 The following represents the Combat Systems segment’s total estimated contract value by market on December 31, 2025: TECHNOLOGIES"
2025,Backlog,Y,"On December 31, 2025, we had $ 118 billion of remaining performance obligations, which we refer to as total backlog. We expect to recognize approximately 35 % of our remaining performance obligations as revenue in 2026, an additional 35 % by the end of 2028 and the balance thereafter. Contract Estimates. The majority of our revenue is derived from long-term contracts and programs that can span several years. Accounting for long-term contracts and programs involves the use of various techniques to estimate tota"
